,Date,ACB,MWG,MSN,BID,VRE,POW,PLX,HPG,VNM,VHM,TCB,HDB,VIB,VCB,VJC
12500,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,66980,110300
12501,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,25650,13490,14390.0,66980,108000
12502,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,67650,110300
12503,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,67650,108000
12504,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,66980,110300
12505,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14050.0,66980,108000
12506,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,67650,110300
12507,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,67650,108000
12508,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,66980,110300
12509,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13440,14390.0,66980,108000
12510,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,67650,110300
12511,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,67650,108000
12512,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,110300
12513,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14050.0,66980,108000
12514,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,110300
12515,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,67650,108000
12516,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,110300
12517,2022-12-27,18420,43380,92900,35500,25800,10450,30070,18250,73580,47500,26300,13490,14390.0,66980,108000
12518,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,110300
12519,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,108000
12520,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,110300
12521,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,108000
12522,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,110300
12523,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,108000
12524,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,110300
12525,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,108000
12526,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,110300
12527,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,108000
12528,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,110300
12529,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,108000
12530,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,110300
12531,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,108000
12532,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,110300
12533,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,108000
12534,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,110300
12535,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,108000
12536,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,110300
12537,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,108000
12538,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,110300
12539,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,108000
12540,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,110300
12541,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,108000
12542,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,110300
12543,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,108000
12544,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,110300
12545,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,108000
12546,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,110300
12547,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,108000
12548,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,110300
12549,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,108000
12550,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,110300
12551,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,108000
12552,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,110300
12553,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,108000
12554,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,110300
12555,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,108000
12556,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,110300
12557,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,108000
12558,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,110300
12559,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,108000
12560,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,110300
12561,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,108000
12562,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,110300
12563,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,108000
12564,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,110300
12565,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,108000
12566,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,110300
12567,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,108000
12568,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,110300
12569,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,108000
12570,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,110300
12571,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,108000
12572,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,110300
12573,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,108000
12574,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,110300
12575,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,108000
12576,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,110300
12577,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,108000
12578,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,110300
12579,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,108000
12580,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,110300
12581,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,108000
12582,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,110300
12583,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,67650,108000
12584,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,110300
12585,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14050.0,66980,108000
12586,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,110300
12587,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,67650,108000
12588,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,110300
12589,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13440,14390.0,66980,108000
12590,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,110300
12591,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,67650,108000
12592,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,110300
12593,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14050.0,66980,108000
12594,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,110300
12595,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,67650,108000
12596,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,110300
12597,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,25650,13490,14390.0,66980,108000
12598,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,110300
12599,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,67650,108000
12600,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,110300
12601,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14050.0,66980,108000
12602,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,110300
12603,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,67650,108000
12604,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,110300
12605,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13440,14390.0,66980,108000
12606,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,110300
12607,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,67650,108000
12608,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,110300
12609,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14050.0,66980,108000
12610,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,110300
12611,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,67650,108000
12612,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,110300
12613,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,45700,26300,13490,14390.0,66980,108000
12614,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,110300
12615,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,67650,108000
12616,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,110300
12617,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14050.0,66980,108000
12618,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,110300
12619,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,67650,108000
12620,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,110300
12621,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13440,14390.0,66980,108000
12622,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,110300
12623,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,67650,108000
12624,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,110300
12625,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14050.0,66980,108000
12626,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,110300
12627,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,67650,108000
12628,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,110300
12629,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,25650,13490,14390.0,66980,108000
12630,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,110300
12631,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,67650,108000
12632,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,110300
12633,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14050.0,66980,108000
12634,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,110300
12635,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,67650,108000
12636,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,110300
12637,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13440,14390.0,66980,108000
12638,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,110300
12639,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,67650,108000
12640,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,110300
12641,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14050.0,66980,108000
12642,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,110300
12643,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,67650,108000
12644,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,110300
12645,2022-12-27,18420,43380,92900,35500,25800,10650,29780,17400,73580,47500,26300,13490,14390.0,66980,108000
12646,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,110300
12647,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,108000
12648,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,110300
12649,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,108000
12650,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,110300
12651,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,108000
12652,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,110300
12653,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,108000
12654,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,110300
12655,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,108000
12656,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,110300
12657,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,108000
12658,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,110300
12659,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,108000
12660,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,110300
12661,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,108000
12662,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,110300
12663,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,108000
12664,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,110300
12665,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,108000
12666,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,110300
12667,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,108000
12668,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,110300
12669,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,108000
12670,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,110300
12671,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,108000
12672,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,110300
12673,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,108000
12674,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,110300
12675,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,108000
12676,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,110300
12677,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,108000
12678,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,110300
12679,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,108000
12680,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,110300
12681,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,108000
12682,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,110300
12683,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,108000
12684,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,110300
12685,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,108000
12686,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,110300
12687,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,108000
12688,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,110300
12689,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,108000
12690,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,110300
12691,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,108000
12692,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,110300
12693,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,108000
12694,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,110300
12695,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,108000
12696,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,110300
12697,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,108000
12698,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,110300
12699,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,108000
12700,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,110300
12701,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,108000
12702,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,110300
12703,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,108000
12704,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,110300
12705,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,108000
12706,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,110300
12707,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,108000
12708,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,110300
12709,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,108000
12710,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,110300
12711,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,108000
12712,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,110300
12713,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,108000
12714,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,110300
12715,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,108000
12716,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,110300
12717,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,108000
12718,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,110300
12719,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,108000
12720,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,110300
12721,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,108000
12722,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,110300
12723,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,108000
12724,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,110300
12725,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,108000
12726,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,110300
12727,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,108000
12728,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,110300
12729,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,108000
12730,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,110300
12731,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,108000
12732,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,110300
12733,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,108000
12734,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,110300
12735,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,108000
12736,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,110300
12737,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,108000
12738,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,110300
12739,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,108000
12740,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,110300
12741,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,108000
12742,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,110300
12743,2022-12-27,18420,43380,92900,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,108000
