,Date,ACB,MWG,MSN,BID,VRE,POW,PLX,HPG,VNM,VHM,TCB,HDB,VIB,VCB,VJC
8560,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,110300
8561,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,108000
8562,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,110300
8563,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,108000
8564,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,110300
8565,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,108000
8566,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,110300
8567,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,108000
8568,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,110300
8569,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,108000
8570,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,110300
8571,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,108000
8572,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,110300
8573,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,108000
8574,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,110300
8575,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,108000
8576,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,110300
8577,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,108000
8578,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,110300
8579,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,108000
8580,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,110300
8581,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,108000
8582,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,110300
8583,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,108000
8584,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,110300
8585,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,108000
8586,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,110300
8587,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,108000
8588,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,110300
8589,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,108000
8590,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,110300
8591,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,108000
8592,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,110300
8593,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,108000
8594,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,110300
8595,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,108000
8596,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,110300
8597,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,108000
8598,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,110300
8599,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,108000
8600,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,110300
8601,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,108000
8602,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,110300
8603,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,108000
8604,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,110300
8605,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,108000
8606,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,110300
8607,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,108000
8608,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,110300
8609,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,108000
8610,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,110300
8611,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,108000
8612,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,110300
8613,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,108000
8614,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,110300
8615,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,67650,108000
8616,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,110300
8617,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14050.0,66980,108000
8618,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,110300
8619,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,67650,108000
8620,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,110300
8621,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13440,14390.0,66980,108000
8622,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,110300
8623,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,67650,108000
8624,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,110300
8625,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14050.0,66980,108000
8626,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,110300
8627,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,67650,108000
8628,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,110300
8629,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,25650,13490,14390.0,66980,108000
8630,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,110300
8631,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,67650,108000
8632,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,110300
8633,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14050.0,66980,108000
8634,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,110300
8635,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,67650,108000
8636,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,110300
8637,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13440,14390.0,66980,108000
8638,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,110300
8639,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,67650,108000
8640,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,110300
8641,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14050.0,66980,108000
8642,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,110300
8643,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,67650,108000
8644,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,110300
8645,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,45700,26300,13490,14390.0,66980,108000
8646,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,110300
8647,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,67650,108000
8648,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,110300
8649,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14050.0,66980,108000
8650,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,110300
8651,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,67650,108000
8652,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,110300
8653,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13440,14390.0,66980,108000
8654,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,110300
8655,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,67650,108000
8656,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,110300
8657,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14050.0,66980,108000
8658,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,110300
8659,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,67650,108000
8660,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,110300
8661,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,25650,13490,14390.0,66980,108000
8662,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,110300
8663,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,67650,108000
8664,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,110300
8665,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14050.0,66980,108000
8666,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,110300
8667,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,67650,108000
8668,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,110300
8669,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13440,14390.0,66980,108000
8670,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,110300
8671,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,67650,108000
8672,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,110300
8673,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14050.0,66980,108000
8674,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,110300
8675,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,67650,108000
8676,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,110300
8677,2022-12-27,18420,41500,91600,35500,25800,10650,29780,18250,73580,47500,26300,13490,14390.0,66980,108000
8678,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14050.0,67650,110300
8679,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14050.0,67650,108000
8680,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14050.0,66980,110300
8681,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14050.0,66980,108000
8682,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14390.0,67650,110300
8683,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14390.0,67650,108000
8684,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14390.0,66980,110300
8685,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13440,14390.0,66980,108000
8686,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14050.0,67650,110300
8687,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14050.0,67650,108000
8688,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14050.0,66980,110300
8689,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14050.0,66980,108000
8690,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14390.0,67650,110300
8691,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14390.0,67650,108000
8692,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14390.0,66980,110300
8693,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,25650,13490,14390.0,66980,108000
8694,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14050.0,67650,110300
8695,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14050.0,67650,108000
8696,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14050.0,66980,110300
8697,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14050.0,66980,108000
8698,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14390.0,67650,110300
8699,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14390.0,67650,108000
8700,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14390.0,66980,110300
8701,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13440,14390.0,66980,108000
8702,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14050.0,67650,110300
8703,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14050.0,67650,108000
8704,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14050.0,66980,110300
8705,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14050.0,66980,108000
8706,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14390.0,67650,110300
8707,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14390.0,67650,108000
8708,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14390.0,66980,110300
8709,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,45700,26300,13490,14390.0,66980,108000
8710,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14050.0,67650,110300
8711,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14050.0,67650,108000
8712,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14050.0,66980,110300
8713,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14050.0,66980,108000
8714,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14390.0,67650,110300
8715,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14390.0,67650,108000
8716,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14390.0,66980,110300
8717,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13440,14390.0,66980,108000
8718,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14050.0,67650,110300
8719,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14050.0,67650,108000
8720,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14050.0,66980,110300
8721,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14050.0,66980,108000
8722,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14390.0,67650,110300
8723,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14390.0,67650,108000
8724,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14390.0,66980,110300
8725,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,25650,13490,14390.0,66980,108000
8726,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,26300,13440,14050.0,67650,110300
8727,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,26300,13440,14050.0,67650,108000
8728,2022-12-27,18420,41500,91600,35500,25800,10650,30070,17400,73580,47500,26300,13440,14050.0,66980,110300
